Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
NuGet.0001,NuGet package is incompatible,Active,Mandatory,1,AI-Evlo-Test\AI-Evlo-WPF.csproj,File,AI-Evlo-Test\AI-Evlo-WPF.csproj,,,NeuralNetwork 7.4.0,,,,,"NeuralNetwork, 7.4.0  Recommendation:  No supported version found"
NuGet.0001,NuGet package is incompatible,Active,Mandatory,1,AI-Evlo-Test\AI-Evlo-WPF.csproj,File,AI-Evlo-Test\AI-Evlo-WPF.csproj,,,NeuralNetworkVisualizer 1.2.0,,,,,"NeuralNetworkVisualizer, 1.2.0  Recommendation:  No supported version found"
Project.0001,Project file needs to be converted to SDK-style,Active,Mandatory,1,AI-Evlo-Test\AI-Evlo-WPF.csproj,File,AI-Evlo-Test\AI-Evlo-WPF.csproj,,,,,,,,
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,AI-Evlo-Test\AI-Evlo-WPF.csproj,File,AI-Evlo-Test\AI-Evlo-WPF.csproj,,,,,,,,"Current target framework: .NETFramework,Version=v4.8.1 Recommended target framework: net10.0-windows"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,AI-Evlo-Test\AI-Evlo-WPF.csproj,File,AI-Evlo-Test\Objects\PolarCoordinateSystem.cs,141,8,T:System.Windows.Vector,,,,,"public static Vector RotateRadians(this Vector v, double radians)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,AI-Evlo-Test\AI-Evlo-WPF.csproj,File,AI-Evlo-Test\Objects\PolarCoordinateSystem.cs,141,8,T:System.Windows.Vector,,,,,"public static Vector RotateRadians(this Vector v, double radians)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,AI-Evlo-Test\AI-Evlo-WPF.csproj,File,AI-Evlo-Test\Objects\PolarCoordinateSystem.cs,145,12,P:System.Windows.Vector.Y,,,,,"return new Vector(ca * v.X - sa * v.Y, sa * v.X + ca * v.Y);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,AI-Evlo-Test\AI-Evlo-WPF.csproj,File,AI-Evlo-Test\Objects\PolarCoordinateSystem.cs,145,12,P:System.Windows.Vector.X,,,,,"return new Vector(ca * v.X - sa * v.Y, sa * v.X + ca * v.Y);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,AI-Evlo-Test\AI-Evlo-WPF.csproj,File,AI-Evlo-Test\Objects\PolarCoordinateSystem.cs,145,12,P:System.Windows.Vector.Y,,,,,"return new Vector(ca * v.X - sa * v.Y, sa * v.X + ca * v.Y);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,AI-Evlo-Test\AI-Evlo-WPF.csproj,File,AI-Evlo-Test\Objects\PolarCoordinateSystem.cs,145,12,P:System.Windows.Vector.X,,,,,"return new Vector(ca * v.X - sa * v.Y, sa * v.X + ca * v.Y);"
